pathwayName	entrez	gene_symbol
Protein-protein interactions at synapses	78999	LRFN4
Synaptic adhesion-like molecules	78999	LRFN4
Metabolism of nucleotides	790	CAD
Nucleobase biosynthesis	790	CAD
Metabolism of vitamins and cofactors	79001	VKORC1
Metabolism of fat-soluble vitamins	79001	VKORC1
Amplification of signal from the kinetochores	79003	MIS12
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	79003	MIS12
Signaling by Rho GTPases	79003	MIS12
RHO GTPase Effectors	79003	MIS12
Resolution of Sister Chromatid Cohesion	79003	MIS12
Mitotic Metaphase and Anaphase	79003	MIS12
RHO GTPases Activate Formins	79003	MIS12
Mitotic Prometaphase	79003	MIS12
Mitotic Anaphase	79003	MIS12
M Phase	79003	MIS12
Mitotic Spindle Checkpoint	79003	MIS12
Cell Cycle Checkpoints	79003	MIS12
EML4 and NUDC in mitotic spindle formation	79003	MIS12
HDR through Homologous Recombination (HRR)	79008	SLX1B
DNA Double-Strand Break Repair	79008	SLX1B
Homology Directed Repair	79008	SLX1B
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	79008	SLX1B
Fanconi Anemia Pathway	79008	SLX1B
Neddylation	79016	DDA1
Phase II - Conjugation of compounds	79017	GGCT
Glutathione conjugation	79017	GGCT
Glutathione synthesis and recycling	79017	GGCT
Biological oxidations	79017	GGCT
Amplification of signal from the kinetochores	79019	CENPM
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	79019	CENPM
Signaling by Rho GTPases	79019	CENPM
RHO GTPase Effectors	79019	CENPM
Resolution of Sister Chromatid Cohesion	79019	CENPM
Mitotic Metaphase and Anaphase	79019	CENPM
RHO GTPases Activate Formins	79019	CENPM
Deposition of new CENPA-containing nucleosomes at the centromere	79019	CENPM
Mitotic Prometaphase	79019	CENPM
Mitotic Anaphase	79019	CENPM
M Phase	79019	CENPM
Mitotic Spindle Checkpoint	79019	CENPM
Cell Cycle Checkpoints	79019	CENPM
Chromosome Maintenance	79019	CENPM
Nucleosome assembly	79019	CENPM
EML4 and NUDC in mitotic spindle formation	79019	CENPM
ISG15 antiviral mechanism	79023	NUP37
Antiviral mechanism by IFN-stimulated genes	79023	NUP37
Amplification of signal from the kinetochores	79023	NUP37
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	79023	NUP37
Transport of the SLBP independent Mature mRNA	79023	NUP37
Transport of the SLBP Dependant Mature mRNA	79023	NUP37
Transport of Mature mRNA Derived from an Intronless Transcript	79023	NUP37
Transport of Mature mRNAs Derived from Intronless Transcripts	79023	NUP37
Transport of Mature mRNA derived from an Intron-Containing Transcript	79023	NUP37
HIV Life Cycle	79023	NUP37
Late Phase of HIV Life Cycle	79023	NUP37
HIV Infection	79023	NUP37
Host Interactions of HIV factors	79023	NUP37
Influenza Infection	79023	NUP37
Influenza Viral RNA Transcription and Replication	79023	NUP37
Regulation of Glucokinase by Glucokinase Regulatory Protein	79023	NUP37
Interactions of Vpr with host cellular proteins	79023	NUP37
Interactions of Rev with host cellular proteins	79023	NUP37
snRNP Assembly	79023	NUP37
Signaling by Rho GTPases	79023	NUP37
Metabolism of non-coding RNA	79023	NUP37
RHO GTPase Effectors	79023	NUP37
Gene Silencing by RNA	79023	NUP37
Resolution of Sister Chromatid Cohesion	79023	NUP37
Mitotic Metaphase and Anaphase	79023	NUP37
Nuclear Envelope Breakdown	79023	NUP37
SUMOylation	79023	NUP37
SUMOylation of DNA damage response and repair proteins	79023	NUP37
SUMO E3 ligases SUMOylate target proteins	79023	NUP37
SUMOylation of ubiquitinylation proteins	79023	NUP37
Regulation of HSF1-mediated heat shock response	79023	NUP37
Cellular response to heat stress	79023	NUP37
SUMOylation of SUMOylation proteins	79023	NUP37
SUMOylation of chromatin organization proteins	79023	NUP37
SUMOylation of RNA binding proteins	79023	NUP37
SUMOylation of DNA replication proteins	79023	NUP37
Transcriptional regulation by small RNAs	79023	NUP37
RHO GTPases Activate Formins	79023	NUP37
tRNA processing in the nucleus	79023	NUP37
Mitotic Prophase	79023	NUP37
Mitotic Prometaphase	79023	NUP37
Mitotic Anaphase	79023	NUP37
M Phase	79023	NUP37
Mitotic Spindle Checkpoint	79023	NUP37
Cell Cycle Checkpoints	79023	NUP37
Glycolysis	79023	NUP37
Glucose metabolism	79023	NUP37
Metabolism of carbohydrates	79023	NUP37
Transport of Mature Transcript to Cytoplasm	79023	NUP37
Processing of Capped Intron-Containing Pre-mRNA	79023	NUP37
tRNA processing	79023	NUP37
Interferon Signaling	79023	NUP37
HCMV Infection	79023	NUP37
HCMV Early Events	79023	NUP37
HCMV Late Events	79023	NUP37
EML4 and NUDC in mitotic spindle formation	79023	NUP37
NCAM signaling for neurite out-growth	7903	ST8SIA4
NCAM1 interactions	7903	ST8SIA4
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	7903	ST8SIA4
Asparagine N-linked glycosylation	7903	ST8SIA4
Synthesis of substrates in N-glycan biosythesis	7903	ST8SIA4
RNA polymerase II transcribes snRNA genes	79035	NABP2
tRNA processing in the nucleus	79042	TSEN34
tRNA processing	79042	TSEN34
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	79047	KCTD15
Negative regulation of activity of TFAP2 (AP-2) family transcription factors	79047	KCTD15
Selenoamino acid metabolism	79048	SECISBP2
Selenocysteine synthesis	79048	SECISBP2
Metabolism of amino acids and derivatives	79048	SECISBP2
Olfactory Signaling Pathway	7905	REEP5
rRNA modification in the nucleus and cytosol	79050	NOC4L
Major pathway of rRNA processing in the nucleolus and cytosol	79050	NOC4L
rRNA processing	79050	NOC4L
rRNA processing in the nucleus and cytosol	79050	NOC4L
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	79053	ALG8
Asparagine N-linked glycosylation	79053	ALG8
Stimuli-sensing channels	79054	TRPM8
TRP channels	79054	TRPM8
Ion channel transport	79054	TRPM8
Translocation of SLC2A4 (GLUT4) to the plasma membrane	79058	ASPSCR1
Macroautophagy	79065	ATG9A
Regulation of cholesterol biosynthesis by SREBP (SREBF)	79071	ELOVL6
Activation of gene expression by SREBF (SREBP)	79071	ELOVL6
Fatty acyl-CoA biosynthesis	79071	ELOVL6
Synthesis of very long-chain fatty acyl-CoAs	79071	ELOVL6
Metabolism of steroids	79071	ELOVL6
Fatty acid metabolism	79071	ELOVL6
tRNA processing in the nucleus	79074	C2orf49
tRNA processing	79074	C2orf49
Telomere Maintenance	79075	DSCC1
Telomere C-strand (Lagging Strand) Synthesis	79075	DSCC1
Extension of Telomeres	79075	DSCC1
Chromosome Maintenance	79075	DSCC1
Metabolism of nucleotides	79077	DCTPP1
Interconversion of nucleotide di- and triphosphates	79077	DCTPP1
snRNP Assembly	79084	WDR77
Metabolism of non-coding RNA	79084	WDR77
RMTs methylate histone arginines	79084	WDR77
Chromatin modifying enzymes	79084	WDR77
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	79087	ALG12
Asparagine N-linked glycosylation	79087	ALG12
ER to Golgi Anterograde Transport	79090	TRAPPC6A
COPII-mediated vesicle transport	79090	TRAPPC6A
Asparagine N-linked glycosylation	79090	TRAPPC6A
RAB GEFs exchange GTP for GDP on RABs	79090	TRAPPC6A
Rab regulation of trafficking	79090	TRAPPC6A
Transport to the Golgi and subsequent modification	79090	TRAPPC6A
Protein methylation	79091	METTL22
Phase II - Conjugation of compounds	79094	CHAC1
Glutathione conjugation	79094	CHAC1
Glutathione synthesis and recycling	79094	CHAC1
Biological oxidations	79094	CHAC1
Response of EIF2AK1 (HRI) to heme deficiency	79094	CHAC1
Interferon gamma signaling	79097	TRIM48
Interferon Signaling	79097	TRIM48
Epigenetic regulation of gene expression	79101	TAF1D
SIRT1 negatively regulates rRNA expression	79101	TAF1D
NoRC negatively regulates rRNA expression	79101	TAF1D
Positive epigenetic regulation of rRNA expression	79101	TAF1D
B-WICH complex positively regulates rRNA expression	79101	TAF1D
Negative epigenetic regulation of rRNA expression	79101	TAF1D
RNA Polymerase I Transcription Initiation	79101	TAF1D
RNA Polymerase I Promoter Escape	79101	TAF1D
RNA Polymerase I Promoter Clearance	79101	TAF1D
RNA Polymerase I Transcription Termination	79101	TAF1D
RNA Polymerase I Transcription	79101	TAF1D
PIP3 activates AKT signaling	79109	MAPKAP1
Signaling by VEGF	79109	MAPKAP1
Transcriptional Regulation by TP53	79109	MAPKAP1
Costimulation by the CD28 family	79109	MAPKAP1
CD28 co-stimulation	79109	MAPKAP1
CD28 dependent PI3K/Akt signaling	79109	MAPKAP1
VEGFA-VEGFR2 Pathway	79109	MAPKAP1
VEGFR2 mediated vascular permeability	79109	MAPKAP1
Regulation of TP53 Activity	79109	MAPKAP1
Diseases of signal transduction by growth factor receptors and second messengers	79109	MAPKAP1
Intracellular signaling by second messengers	79109	MAPKAP1
Epigenetic regulation of gene expression	7913	DEK
Positive epigenetic regulation of rRNA expression	7913	DEK
B-WICH complex positively regulates rRNA expression	7913	DEK
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	7913	DEK
Transcriptional regulation of granulopoiesis	7913	DEK
DDX58/IFIH1-mediated induction of interferon-alpha/beta	79132	DHX58
The citric acid (TCA) cycle and respiratory electron transport	79133	NDUFAF5
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	79133	NDUFAF5
Respiratory electron transport	79133	NDUFAF5
Complex I biogenesis	79133	NDUFAF5
Mitochondrial biogenesis	79135	APOO
Cristae formation	79135	APOO
ABC-family proteins mediated transport	79139	DERL1
Asparagine N-linked glycosylation	79139	DERL1
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	79139	DERL1
Protein ubiquitination	79139	DERL1
E3 ubiquitin ligases ubiquitinate target proteins	79139	DERL1
Acyl chain remodelling of PI	79143	MBOAT7
Glycerophospholipid biosynthesis	79143	MBOAT7
Phospholipid metabolism	79143	MBOAT7
Mitochondrial protein import	79145	CHCHD7
Neurotransmitter release cycle	7915	ALDH5A1
Transmission across Chemical Synapses	7915	ALDH5A1
GABA synthesis, release, reuptake and degradation	7915	ALDH5A1
Sphingolipid de novo biosynthesis	79152	FA2H
Sphingolipid metabolism	79152	FA2H
PI Metabolism	79153	GDPD3
Phospholipid metabolism	79153	GDPD3
Toll Like Receptor 4 (TLR4) Cascade	79155	TNIP2
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	79155	TNIP2
MyD88-independent TLR4 cascade	79155	TNIP2
Toll Like Receptor 9 (TLR9) Cascade	79155	TNIP2
Toll Like Receptor 10 (TLR10) Cascade	79155	TNIP2
Toll Like Receptor 3 (TLR3) Cascade	79155	TNIP2
Toll Like Receptor 5 (TLR5) Cascade	79155	TNIP2
Toll Like Receptor TLR1:TLR2 Cascade	79155	TNIP2
Toll Like Receptor 7/8 (TLR7/8) Cascade	79155	TNIP2
Toll Like Receptor TLR6:TLR2 Cascade	79155	TNIP2
Toll-like Receptor Cascades	79155	TNIP2
Toll Like Receptor 2 (TLR2) Cascade	79155	TNIP2
Interleukin-1 family signaling	79155	TNIP2
Interleukin-17 signaling	79155	TNIP2
Signaling by Interleukins	79155	TNIP2
MAP kinase activation	79155	TNIP2
Deubiquitination	79155	TNIP2
Ovarian tumor domain proteases	79155	TNIP2
Interleukin-1 signaling	79155	TNIP2
MyD88 dependent cascade initiated on endosome	79155	TNIP2
MyD88 cascade initiated on plasma membrane	79155	TNIP2
Major pathway of rRNA processing in the nucleolus and cytosol	79159	NOL12
rRNA processing	79159	NOL12
rRNA processing in the nucleus and cytosol	79159	NOL12
Neutrophil degranulation	79169	C1orf35
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	7917	BAG6
Amplification of signal from the kinetochores	79172	CENPO
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	79172	CENPO
Signaling by Rho GTPases	79172	CENPO
RHO GTPase Effectors	79172	CENPO
Resolution of Sister Chromatid Cohesion	79172	CENPO
Mitotic Metaphase and Anaphase	79172	CENPO
RHO GTPases Activate Formins	79172	CENPO
Deposition of new CENPA-containing nucleosomes at the centromere	79172	CENPO
Mitotic Prometaphase	79172	CENPO
Mitotic Anaphase	79172	CENPO
M Phase	79172	CENPO
Mitotic Spindle Checkpoint	79172	CENPO
Cell Cycle Checkpoints	79172	CENPO
Chromosome Maintenance	79172	CENPO
Nucleosome assembly	79172	CENPO
EML4 and NUDC in mitotic spindle formation	79172	CENPO
Neddylation	79176	FBXL15
Antigen processing: Ubiquitination & Proteasome degradation	79176	FBXL15
Class I MHC mediated antigen processing & presentation	79176	FBXL15
Metabolism of water-soluble vitamins and cofactors	79178	THTPA
Metabolism of vitamins and cofactors	79178	THTPA
Deubiquitination	79184	BRCC3
Metalloprotease DUBs	79184	BRCC3
DNA Double-Strand Break Repair	79184	BRCC3
Homology Directed Repair	79184	BRCC3
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	79184	BRCC3
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	79184	BRCC3
Nonhomologous End-Joining (NHEJ)	79184	BRCC3
DNA Double Strand Break Response	79184	BRCC3
Processing of DNA double-strand break ends	79184	BRCC3
G2/M DNA damage checkpoint	79184	BRCC3
G2/M Checkpoints	79184	BRCC3
Cell Cycle Checkpoints	79184	BRCC3
Transport of Mature mRNA derived from an Intron-Containing Transcript	7919	DDX39B
mRNA 3'-end processing	7919	DDX39B
Transport of Mature Transcript to Cytoplasm	7919	DDX39B
Processing of Capped Intron-Containing Pre-mRNA	7919	DDX39B
RNA Polymerase II Transcription Termination	7919	DDX39B
Transport of bile salts and organic acids, metal ions and amine compounds	7922	SLC39A7
SLC-mediated transmembrane transport	7922	SLC39A7
Metal ion SLC transporters	7922	SLC39A7
Zinc transporters	7922	SLC39A7
Transport of Mature mRNA derived from an Intron-Containing Transcript	79228	THOC6
mRNA 3'-end processing	79228	THOC6
Transport of Mature Transcript to Cytoplasm	79228	THOC6
Processing of Capped Intron-Containing Pre-mRNA	79228	THOC6
RNA Polymerase II Transcription Termination	79228	THOC6
Fatty acyl-CoA biosynthesis	7923	HSD17B8
Fatty acid metabolism	7923	HSD17B8
Neddylation	79269	DCAF10
Olfactory Signaling Pathway	79290	OR13A1
Olfactory Signaling Pathway	79295	OR5H6
Olfactory Signaling Pathway	79296	OR52E1
Amyloid fiber formation	793	CALB1
Olfactory Signaling Pathway	79310	OR5H2
Olfactory Signaling Pathway	79317	OR4K5
Olfactory Signaling Pathway	7932	OR2H2
Olfactory Signaling Pathway	79324	OR51G1
Olfactory Signaling Pathway	79334	OR11H2
Olfactory Signaling Pathway	79339	OR51B4
Olfactory Signaling Pathway	79345	OR51B2
Olfactory Signaling Pathway	79346	OR4C5
Formation of RNA Pol II elongation complex	7936	NELFE
Formation of the Early Elongation Complex	7936	NELFE
HIV Life Cycle	7936	NELFE
Late Phase of HIV Life Cycle	7936	NELFE
HIV Infection	7936	NELFE
Transcriptional Regulation by TP53	7936	NELFE
RNA Polymerase II Pre-transcription Events	7936	NELFE
TP53 Regulates Transcription of DNA Repair Genes	7936	NELFE
RNA Polymerase II Transcription Elongation	7936	NELFE
BMAL1:CLOCK,NPAS2 activates circadian gene expression	79365	BHLHE41
Glycosaminoglycan metabolism	79369	B3GNT4
Keratan sulfate/keratin metabolism	79369	B3GNT4
Keratan sulfate biosynthesis	79369	B3GNT4
O-linked glycosylation	79369	B3GNT4
Metabolism of carbohydrates	79369	B3GNT4
O-linked glycosylation of mucins	79369	B3GNT4
Transcriptional Regulation by TP53	79370	BCL2L14
TP53 Regulates Transcription of Cell Death Genes	79370	BCL2L14
Detoxification of Reactive Oxygen Species	79400	NOX5
Peptide hormone metabolism	7941	PLA2G7
Synthesis, secretion, and deacylation of Ghrelin	7941	PLA2G7
Glycosaminoglycan metabolism	79411	GLB1L
Keratan sulfate/keratin metabolism	79411	GLB1L
Heparan sulfate/heparin (HS-GAG) metabolism	79411	GLB1L
Glycosphingolipid metabolism	79411	GLB1L
Keratan sulfate degradation	79411	GLB1L
HS-GAG degradation	79411	GLB1L
Sphingolipid metabolism	79411	GLB1L
Metabolism of carbohydrates	79411	GLB1L
Signaling by WNT	79412	KREMEN2
TCF dependent signaling in response to WNT	79412	KREMEN2
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	79412	KREMEN2
Diseases of signal transduction by growth factor receptors and second messengers	79412	KREMEN2
Protein-protein interactions at synapses	79414	LRFN3
Synaptic adhesion-like molecules	79414	LRFN3
Regulation of PLK1 Activity at G2/M Transition	79441	HAUS3
Centrosome maturation	79441	HAUS3
Recruitment of NuMA to mitotic centrosomes	79441	HAUS3
Mitotic G2-G2/M phases	79441	HAUS3
Cilium Assembly	79441	HAUS3
Anchoring of the basal body to the plasma membrane	79441	HAUS3
Mitotic Prometaphase	79441	HAUS3
M Phase	79441	HAUS3
G2/M Transition	79441	HAUS3
AURKA Activation by TPX2	79441	HAUS3
Activation of anterior HOX genes in hindbrain development during early embryogenesis	79447	PAGR1
Activation of HOX genes during differentiation	79447	PAGR1
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	79465	ULBP3
Olfactory Signaling Pathway	79470	OR51J1
Olfactory Signaling Pathway	79473	OR52N1
Olfactory Signaling Pathway	79501	OR4F5
Olfactory Signaling Pathway	79541	OR2A4
Olfactory Signaling Pathway	79544	OR4K1
Mitochondrial calcium ion transport	79568	MAIP1
Processing of SMDT1	79568	MAIP1
Glycogen synthesis	7957	EPM2A
Metabolism of carbohydrates	7957	EPM2A
Glycogen metabolism	7957	EPM2A
Retrograde transport at the Trans-Golgi-Network	79571	GCC1
Intra-Golgi and retrograde Golgi-to-ER traffic	79571	GCC1
Formation of RNA Pol II elongation complex	79577	CDC73
Signaling by WNT	79577	CDC73
TCF dependent signaling in response to WNT	79577	CDC73
Formation of the beta-catenin:TCF transactivating complex	79577	CDC73
Signaling by Hedgehog	79577	CDC73
Hedgehog 'on' state	79577	CDC73
RNA Polymerase II Pre-transcription Events	79577	CDC73
RNA Polymerase II Transcription Elongation	79577	CDC73
Protein ubiquitination	79577	CDC73
E3 ubiquitin ligases ubiquitinate target proteins	79577	CDC73
Metabolism of water-soluble vitamins and cofactors	79581	SLC52A2
Metabolism of vitamins and cofactors	79581	SLC52A2
Glycosaminoglycan metabolism	79586	CHPF
Chondroitin sulfate/dermatan sulfate metabolism	79586	CHPF
Chondroitin sulfate biosynthesis	79586	CHPF
Metabolism of carbohydrates	79586	CHPF
tRNA Aminoacylation	79587	CARS2
Mitochondrial tRNA aminoacylation	79587	CARS2
Translation	79587	CARS2
Deubiquitination	79589	RNF128
Ub-specific processing proteases	79589	RNF128
Ovarian tumor domain proteases	79589	RNF128
Mitochondrial translation initiation	79590	MRPL24
Mitochondrial translation	79590	MRPL24
Mitochondrial translation elongation	79590	MRPL24
Mitochondrial translation termination	79590	MRPL24
Translation	79590	MRPL24
Deubiquitination	79594	MUL1
Ub-specific processing proteases	79594	MUL1
Epigenetic regulation of gene expression	79595	SAP130
HATs acetylate histones	79595	SAP130
Chromatin modifying enzymes	79595	SAP130
NoRC negatively regulates rRNA expression	79595	SAP130
Negative epigenetic regulation of rRNA expression	79595	SAP130
Cilium Assembly	79598	CEP97
Anchoring of the basal body to the plasma membrane	79598	CEP97
Class B/2 (Secretin family receptors)	796	CALCA
Calcitonin-like ligand receptors	796	CALCA
GPCR ligand binding	796	CALCA
Leishmania infection	796	CALCA
Anti-inflammatory response favouring Leishmania parasite infection	796	CALCA
Leishmania parasite growth and survival	796	CALCA
Amyloid fiber formation	796	CALCA
Cilium Assembly	79600	TCTN1
Anchoring of the basal body to the plasma membrane	79600	TCTN1
Integration of energy metabolism	79602	ADIPOR2
Sphingolipid de novo biosynthesis	79603	CERS4
Sphingolipid metabolism	79603	CERS4
Protein methylation	79609	VCPKMT
Ketone body metabolism	79611	ACSS3
mRNA Splicing - Minor Pathway	79622	SNRNP25
mRNA Splicing	79622	SNRNP25
Processing of Capped Intron-Containing Pre-mRNA	79622	SNRNP25
O-linked glycosylation	79623	GALNT14
O-linked glycosylation of mucins	79623	GALNT14
PI Metabolism	79626	TNFAIP8L2
Phospholipid metabolism	79626	TNFAIP8L2
Gamma carboxylation, hypusine formation and arylsulfatase activation	79642	ARSJ
Glycosphingolipid metabolism	79642	ARSJ
The activation of arylsulfatases	79642	ARSJ
Sphingolipid metabolism	79642	ARSJ
HIV Life Cycle	79643	CHMP6
Late Phase of HIV Life Cycle	79643	CHMP6
HIV Infection	79643	CHMP6
Macroautophagy	79643	CHMP6
Mitotic Metaphase and Anaphase	79643	CHMP6
Mitotic Anaphase	79643	CHMP6
M Phase	79643	CHMP6
Endosomal Sorting Complex Required For Transport (ESCRT)	79643	CHMP6
HCMV Infection	79643	CHMP6
HCMV Late Events	79643	CHMP6
Late endosomal microautophagy	79643	CHMP6
Androgen biosynthesis	79644	SRD5A3
Metabolism of steroid hormones	79644	SRD5A3
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	79644	SRD5A3
Asparagine N-linked glycosylation	79644	SRD5A3
Synthesis of substrates in N-glycan biosythesis	79644	SRD5A3
Metabolism of steroids	79644	SRD5A3
Metabolism of water-soluble vitamins and cofactors	79646	PANK3
Metabolism of vitamins and cofactors	79646	PANK3
Vitamin B5 (pantothenate) metabolism	79646	PANK3
Condensation of Prophase Chromosomes	79648	MCPH1
Mitotic Prophase	79648	MCPH1
M Phase	79648	MCPH1
Selenoamino acid metabolism	7965	AIMP2
Cytosolic tRNA aminoacylation	7965	AIMP2
tRNA Aminoacylation	7965	AIMP2
Metabolism of amino acids and derivatives	7965	AIMP2
Translation	7965	AIMP2
Leishmania infection	79651	RHBDF2
Anti-inflammatory response favouring Leishmania parasite infection	79651	RHBDF2
Leishmania parasite growth and survival	79651	RHBDF2
Antigen processing: Ubiquitination & Proteasome degradation	79654	HECTD3
Class I MHC mediated antigen processing & presentation	79654	HECTD3
Apoptosis	79658	ARHGAP10
Regulation of Apoptosis	79658	ARHGAP10
Signaling by Rho GTPases	79658	ARHGAP10
Rho GTPase cycle	79658	ARHGAP10
Signaling by Hedgehog	79659	DYNC2H1
Hedgehog 'off' state	79659	DYNC2H1
Cilium Assembly	79659	DYNC2H1
Intraflagellar transport	79659	DYNC2H1
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	79661	NEIL1
Cleavage of the damaged pyrimidine	79661	NEIL1
Base Excision Repair	79661	NEIL1
Depyrimidination	79661	NEIL1
Base-Excision Repair, AP Site Formation	79661	NEIL1
Resolution of Abasic Sites (AP sites)	79661	NEIL1
RNA polymerase II transcribes snRNA genes	79664	ICE2
Nicotinate metabolism	79668	PARP8
Metabolism of water-soluble vitamins and cofactors	79668	PARP8
Metabolism of vitamins and cofactors	79668	PARP8
Nicotinamide salvaging	79668	PARP8
Deadenylation-dependent mRNA decay	79670	TUT7
Deadenylation of mRNA	79670	TUT7
DDX58/IFIH1-mediated induction of interferon-alpha/beta	79671	NLRX1
Negative regulators of DDX58/IFIH1 signaling	79671	NLRX1
Gamma carboxylation, hypusine formation and arylsulfatase activation	79672	FN3KRP
SUMOylation	79677	SMC6
SUMOylation of DNA damage response and repair proteins	79677	SMC6
SUMO E3 ligases SUMOylate target proteins	79677	SMC6
Amplification of signal from the kinetochores	79682	CENPU
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	79682	CENPU
Signaling by Rho GTPases	79682	CENPU
RHO GTPase Effectors	79682	CENPU
Resolution of Sister Chromatid Cohesion	79682	CENPU
Mitotic Metaphase and Anaphase	79682	CENPU
RHO GTPases Activate Formins	79682	CENPU
Deposition of new CENPA-containing nucleosomes at the centromere	79682	CENPU
Mitotic Prometaphase	79682	CENPU
Mitotic Anaphase	79682	CENPU
M Phase	79682	CENPU
Mitotic Spindle Checkpoint	79682	CENPU
Cell Cycle Checkpoints	79682	CENPU
Chromosome Maintenance	79682	CENPU
Nucleosome assembly	79682	CENPU
EML4 and NUDC in mitotic spindle formation	79682	CENPU
Epigenetic regulation of gene expression	79685	SAP30L
HDACs deacetylate histones	79685	SAP30L
Chromatin modifying enzymes	79685	SAP30L
NoRC negatively regulates rRNA expression	79685	SAP30L
Negative epigenetic regulation of rRNA expression	79685	SAP30L
tRNA modification in the nucleus and cytosol	79691	QTRT2
tRNA processing	79691	QTRT2
Asparagine N-linked glycosylation	79694	MANEA
Transport to the Golgi and subsequent modification	79694	MANEA
O-linked glycosylation	79695	GALNT12
O-linked glycosylation of mucins	79695	GALNT12
Class B/2 (Secretin family receptors)	797	CALCB
Calcitonin-like ligand receptors	797	CALCB
GPCR ligand binding	797	CALCB
Leishmania infection	797	CALCB
Anti-inflammatory response favouring Leishmania parasite infection	797	CALCB
Leishmania parasite growth and survival	797	CALCB
Major pathway of rRNA processing in the nucleolus and cytosol	79707	NOL9
rRNA processing	79707	NOL9
rRNA processing in the nucleus and cytosol	79707	NOL9
Collagen formation	79709	COLGALT1
Collagen biosynthesis and modifying enzymes	79709	COLGALT1
Metabolism of water-soluble vitamins and cofactors	79717	PPCS
Metabolism of vitamins and cofactors	79717	PPCS
Vitamin B5 (pantothenate) metabolism	79717	PPCS
RORA activates gene expression	79718	TBL1XR1
BMAL1:CLOCK,NPAS2 activates circadian gene expression	79718	TBL1XR1
Signaling by NOTCH	79718	TBL1XR1
Mitochondrial biogenesis	79718	TBL1XR1
Regulation of cholesterol biosynthesis by SREBP (SREBF)	79718	TBL1XR1
Signaling by NOTCH1	79718	TBL1XR1
PPARA activates gene expression	79718	TBL1XR1
NOTCH1 Intracellular Domain Regulates Transcription	79718	TBL1XR1
Transcriptional activation of mitochondrial biogenesis	79718	TBL1XR1
Activation of gene expression by SREBF (SREBP)	79718	TBL1XR1
HDACs deacetylate histones	79718	TBL1XR1
Chromatin modifying enzymes	79718	TBL1XR1
Notch-HLH transcription pathway	79718	TBL1XR1
Transcriptional regulation of white adipocyte differentiation	79718	TBL1XR1
Regulation of lipid metabolism by PPARalpha	79718	TBL1XR1
Diseases of signal transduction by growth factor receptors and second messengers	79718	TBL1XR1
Metabolism of steroids	79718	TBL1XR1
Transcriptional Regulation by MECP2	79718	TBL1XR1
Signaling by Nuclear Receptors	79718	TBL1XR1
Regulation of MECP2 expression and activity	79718	TBL1XR1
NR1H2 and NR1H3-mediated signaling	79718	TBL1XR1
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	79718	TBL1XR1
HCMV Infection	79718	TBL1XR1
HCMV Early Events	79718	TBL1XR1
HIV Life Cycle	79720	VPS37B
Late Phase of HIV Life Cycle	79720	VPS37B
HIV Infection	79720	VPS37B
Endosomal Sorting Complex Required For Transport (ESCRT)	79720	VPS37B
HCMV Infection	79720	VPS37B
HCMV Late Events	79720	VPS37B
Late endosomal microautophagy	79720	VPS37B
PKMTs methylate histone lysines	79723	SUV39H2
Chromatin modifying enzymes	79723	SUV39H2
Amino acids regulate mTORC1	79726	WDR59
Transcriptional regulation of pluripotent stem cells	79727	LIN28A
HDR through Homologous Recombination (HRR)	79728	PALB2
DNA Double-Strand Break Repair	79728	PALB2
Homology Directed Repair	79728	PALB2
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	79728	PALB2
tRNA Aminoacylation	79731	NARS2
Mitochondrial tRNA aminoacylation	79731	NARS2
Translation	79731	NARS2
Transcriptional Regulation by TP53	79733	E2F8
TP53 Regulates Transcription of Cell Cycle Genes	79733	E2F8
TBC/RABGAPs	79735	TBC1D17
Rab regulation of trafficking	79735	TBC1D17
Cilium Assembly	79738	BBS10
Cargo trafficking to the periciliary membrane	79738	BBS10
