symbol	NCG_symbol	entrez
IL12A	IL12A	3592
IL-12A	IL12A	3592
NFSK	IL12A	3592
NKSF1	IL12A	3592
IL12B	IL12B	3593
CLMF2	IL12B	3593
IL-12B	IL12B	3593
IMD29	IL12B	3593
NKSF	IL12B	3593
NKSF2	IL12B	3593
IL12RB1	IL12RB1	3594
CD212	IL12RB1	3594
IL-12R-BETA1	IL12RB1	3594
IL12RB	IL12RB1	3594
IMD30	IL12RB1	3594
IL12RB2	IL12RB2	3595
IL13	IL13	3596
IL-13	IL13	3596
P600	IL13	3596
IL13RA1	IL13RA1	3597
CD213A1	IL13RA1	3597
IL-13Ra	IL13RA1	3597
NR4	IL13RA1	3597
IL13RA2	IL13RA2	3598
CD213A2	IL13RA2	3598
IL-13R	IL13RA2	3598
IL13BP	IL13RA2	3598
IL15	IL15	3600
IL-15	IL15	3600
IL15RA	IL15RA	3601
CD215	IL15RA	3601
IL16	IL16	3603
LCF	IL16	3603
NIL16	IL16	3603
PRIL16	IL16	3603
prIL-16	IL16	3603
TNFRSF9	TNFRSF9	3604
4-1BB	TNFRSF9	3604
CD137	TNFRSF9	3604
CDw137	TNFRSF9	3604
ILA	TNFRSF9	3604
IL17A	IL17A	3605
CTLA-8	IL17A	3605
CTLA8	IL17A	3605
IL-17	IL17A	3605
IL-17A	IL17A	3605
IL17	IL17A	3605
IL18	IL18	3606
IGIF	IL18	3606
IL-18	IL18	3606
IL-1g	IL18	3606
IL1F4	IL18	3606
FOXK2	FOXK2	3607
ILF	FOXK2	3607
ILF-1	FOXK2	3607
ILF1	FOXK2	3607
nGTBP	FOXK2	3607
ILF2	ILF2	3608
NF45	ILF2	3608
PRO3063	ILF2	3608
ILF3	ILF3	3609
CBTF	ILF3	3609
DRBF	ILF3	3609
DRBP76	ILF3	3609
MMP4	ILF3	3609
MPHOSPH4	ILF3	3609
MPP4110	ILF3	3609
NF-AT-90	ILF3	3609
NF110	ILF3	3609
NF110b	ILF3	3609
NF90	ILF3	3609
NF90a	ILF3	3609
NF90b	ILF3	3609
NF90c	ILF3	3609
NF90ctv	ILF3	3609
NFAR	ILF3	3609
NFAR-1	ILF3	3609
NFAR-2	ILF3	3609
NFAR110	ILF3	3609
NFAR2	ILF3	3609
NFAR90	ILF3	3609
TCP110	ILF3	3609
TCP80	ILF3	3609
ILK	ILK	3611
HEL-S-28-1	ILK	3611
ILK-2	ILK	3611
P59	ILK	3611
p59ILK	ILK	3611
IMPA1	IMPA1	3612
IMPA	IMPA1	3612
MRT59	IMPA1	3612
IMPA2	IMPA2	3613
IMPDH1	IMPDH1	3614
IMPD	IMPDH1	3614
IMPD1	IMPDH1	3614
IMPDH-I	IMPDH1	3614
LCA11	IMPDH1	3614
RP10	IMPDH1	3614
sWSS2608	IMPDH1	3614
IMPDH2	IMPDH2	3615
IMPD2	IMPDH2	3615
IMPDH-II	IMPDH2	3615
IMPG1	IMPG1	3617
GP147	IMPG1	3617
IPM150	IMPG1	3617
SPACR	IMPG1	3617
VMD4	IMPG1	3617
INCENP	INCENP	3619
IDO1	IDO1	3620
IDO	IDO1	3620
IDO-1	IDO1	3620
INDO	IDO1	3620
ING1	ING1	3621
p24ING1c	ING1	3621
p33ING1	ING1	3621
p33ING1b	ING1	3621
p47ING1a	ING1	3621
ING2	ING2	3622
ING1L	ING2	3622
p33ING2	ING2	3622
INHA	INHA	3623
INHBA	INHBA	3624
INHBB	INHBB	3625
INHBC	INHBC	3626
IHBC	INHBC	3626
CXCL10	CXCL10	3627
IFI10	CXCL10	3627
INP10	CXCL10	3627
IP-10	CXCL10	3627
SCYB10	CXCL10	3627
crg-2	CXCL10	3627
gIP-10	CXCL10	3627
mob-1	CXCL10	3627
INPP1	INPP1	3628
INS	INS	3630
IDDM	INS	3630
IDDM2	INS	3630
ILPR	INS	3630
IRDN	INS	3630
MODY10	INS	3630
PNDM4	INS	3630
INPP4A	INPP4A	3631
INPP4	INPP4A	3631
TVAS1	INPP4A	3631
INPP5A	INPP5A	3632
5PTASE	INPP5A	3632
INPP5B	INPP5B	3633
5PTase	INPP5B	3633
INPP5D	INPP5D	3635
SHIP	INPP5D	3635
SHIP-1	INPP5D	3635
SHIP1	INPP5D	3635
SIP-145	INPP5D	3635
hp51CN	INPP5D	3635
p150Ship	INPP5D	3635
INPPL1	INPPL1	3636
OPSMD	INPPL1	3636
SHIP2	INPPL1	3636
INSIG1	INSIG1	3638
CL6	INSIG1	3638
INSL3	INSL3	3640
RLNL	INSL3	3640
ley-I-L	INSL3	3640
INSL4	INSL4	3641
EPIL	INSL4	3641
PLACENTIN	INSL4	3641
INSM1	INSM1	3642
IA-1	INSM1	3642
IA1	INSM1	3642
INSR	INSR	3643
CD220	INSR	3643
HHF5	INSR	3643
INSRR	INSRR	3645
IRR	INSRR	3645
EIF3E	EIF3E	3646
EIF3-P48	EIF3E	3646
EIF3S6	EIF3E	3646
eIF3-p46	EIF3E	3646
PDX1	PDX1	3651
GSF	PDX1	3651
IDX-1	PDX1	3651
IPF1	PDX1	3651
IUF1	PDX1	3651
MODY4	PDX1	3651
PAGEN1	PDX1	3651
PDX-1	PDX1	3651
STF-1	PDX1	3651
IPP	IPP	3652
KLHL27	IPP	3652
IRAK1	IRAK1	3654
IRAK	IRAK1	3654
pelle	IRAK1	3654
ITGA6	ITGA6	3655
CD49fB	ITGA6	3655
VLA-6	ITGA6	3655
IRAK2	IRAK2	3656
IRAK-2	IRAK2	3656
IREB2	IREB2	3658
ACO3	IREB2	3658
IRE-BP 2	IREB2	3658
IRE-BP2	IREB2	3658
IRP2	IREB2	3658
IRP2AD	IREB2	3658
NDCAMA	IREB2	3658
IRF1	IRF1	3659
IRF-1	IRF1	3659
MAR	IRF1	3659
IRF2	IRF2	3660
IRF-2	IRF2	3660
IRF3	IRF3	3661
IIAE7	IRF3	3661
IRF4	IRF4	3662
LSIRF	IRF4	3662
NF-EM5	IRF4	3662
SHEP8	IRF4	3662
IRF5	IRF5	3663
SLEB10	IRF5	3663
IRF6	IRF6	3664
LPS	IRF6	3664
OFC6	IRF6	3664
PIT	IRF6	3664
PPS1	IRF6	3664
VWS	IRF6	3664
IRF7	IRF7	3665
IMD39	IRF7	3665
IRF-7	IRF7	3665
IRF-7HA	IRF7	3665
IRF7B	IRF7	3665
IRF7C	IRF7	3665
IRF7H	IRF7	3665
IRS1	IRS1	3667
HIRS-1	IRS1	3667
ISG20	ISG20	3669
HEM45	ISG20	3669
ISL1	ISL1	3670
ISLET1	ISL1	3670
Isl-1	ISL1	3670
ISLR	ISLR	3671
HsT17563	ISLR	3671
Meflin	ISLR	3671
ITGA1	ITGA1	3672
CD49a	ITGA1	3672
VLA1	ITGA1	3672
ITGA2	ITGA2	3673
CD49B	ITGA2	3673
GPIa	ITGA2	3673
HPA-5	ITGA2	3673
VLA-2	ITGA2	3673
VLAA2	ITGA2	3673
ITGA2B	ITGA2B	3674
CD41	ITGA2B	3674
CD41B	ITGA2B	3674
GP2B	ITGA2B	3674
GPIIb	ITGA2B	3674
GTA	ITGA2B	3674
HPA3	ITGA2B	3674
PPP1R93	ITGA2B	3674
ITGA3	ITGA3	3675
CD49C	ITGA3	3675
GAP-B3	ITGA3	3675
GAPB3	ITGA3	3675
ILNEB	ITGA3	3675
MSK18	ITGA3	3675
VCA-2	ITGA3	3675
VL3A	ITGA3	3675
VLA3a	ITGA3	3675
ITGA4	ITGA4	3676
CD49D	ITGA4	3676
ITGA5	ITGA5	3678
CD49e	ITGA5	3678
FNRA	ITGA5	3678
VLA-5	ITGA5	3678
VLA5A	ITGA5	3678
ITGA7	ITGA7	3679
ITGA9	ITGA9	3680
ALPHA-RLC	ITGA9	3680
ITGA4L	ITGA9	3680
RLC	ITGA9	3680
ITGAD	ITGAD	3681
ADB2	ITGAD	3681
CD11D	ITGAD	3681
ITGAE	ITGAE	3682
CD103	ITGAE	3682
HUMINAE	ITGAE	3682
ITGAL	ITGAL	3683
CD11A	ITGAL	3683
LFA1A	ITGAL	3683
ITGAM	ITGAM	3684
CD11B	ITGAM	3684
CR3A	ITGAM	3684
MAC1A	ITGAM	3684
MO1A	ITGAM	3684
ITGAV	ITGAV	3685
CD51	ITGAV	3685
MSK8	ITGAV	3685
VNRA	ITGAV	3685
VTNR	ITGAV	3685
ITGAX	ITGAX	3687
CD11C	ITGAX	3687
ITGB1	ITGB1	3688
CD29	ITGB1	3688
FNRB	ITGB1	3688
GPIIA	ITGB1	3688
MDF2	ITGB1	3688
MSK12	ITGB1	3688
VLA-BETA	ITGB1	3688
VLAB	ITGB1	3688
ITGB2	ITGB2	3689
CD18	ITGB2	3689
LCAMB	ITGB2	3689
MF17	ITGB2	3689
MFI7	ITGB2	3689
ITGB3	ITGB3	3690
CD61	ITGB3	3690
GP3A	ITGB3	3690
GPIIIa	ITGB3	3690
ITGB4	ITGB4	3691
CD104	ITGB4	3691
EIF6	EIF6	3692
ITGB4BP	EIF6	3692
b(2)gcn	EIF6	3692
eIF-6	EIF6	3692
p27(BBP)	EIF6	3692
p27BBP	EIF6	3692
ITGB5	ITGB5	3693
ITGB6	ITGB6	3694
AI1H	ITGB6	3694
ITGB7	ITGB7	3695
ITGB8	ITGB8	3696
ITIH1	ITIH1	3697
H1P	ITIH1	3697
IATIH	ITIH1	3697
IGHEP1	ITIH1	3697
ITI-HC1	ITIH1	3697
ITIH	ITIH1	3697
ITIH2	ITIH2	3698
H2P	ITIH2	3698
ITIH3	ITIH3	3699
H3P	ITIH3	3699
ITI-HC3	ITIH3	3699
ITIH4	ITIH4	3700
GP120	ITIH4	3700
H4P	ITIH4	3700
IHRP	ITIH4	3700
ITI-HC4	ITIH4	3700
ITIHL1	ITIH4	3700
PK-120	ITIH4	3700
PK120	ITIH4	3700
ITK	ITK	3702
LPFS1	ITK	3702
LYK	ITK	3702
STT3A	STT3A	3703
ITM1	STT3A	3703
STT3-A	STT3A	3703
TMC	STT3A	3703
ITPA	ITPA	3704
HLC14-06-P	ITPA	3704
ITPase	ITPA	3704
My049	ITPA	3704
NTPase	ITPA	3704
dJ794I6.3	ITPA	3704
ITPK1	ITPK1	3705
ITRPK1	ITPK1	3705
ITPKA	ITPKA	3706
IP3-3KA	ITPKA	3706
IP3KA	ITPKA	3706
ITPKB	ITPKB	3707
IP3-3KB	ITPKB	3707
IP3K	ITPKB	3707
IP3K-B	ITPKB	3707
IP3KB	ITPKB	3707
PIG37	ITPKB	3707
ITPR1	ITPR1	3708
ACV	ITPR1	3708
CLA4	ITPR1	3708
INSP3R1	ITPR1	3708
IP3R1	ITPR1	3708
PPP1R94	ITPR1	3708
SCA15	ITPR1	3708
SCA16	ITPR1	3708
SCA29	ITPR1	3708
ITPR2	ITPR2	3709
ANHD	ITPR2	3709
CFAP48	ITPR2	3709
INSP3R2	ITPR2	3709
IP3R2	ITPR2	3709
ITPR3	ITPR3	3710
IP3R3	ITPR3	3710
IVD	IVD	3712
ACAD2	IVD	3712
IVL	IVL	3713
JAG2	JAG2	3714
HJ2	JAG2	3714
SER2	JAG2	3714
JAK1	JAK1	3716
JAK1AB	JAK1	3716
JTK3	JAK1	3716
JAK2	JAK2	3717
JTK10	JAK2	3717
THCYT3	JAK2	3717
JAK3	JAK3	3718
JAK-3_HUMAN	JAK3	3718
JAKL	JAK3	3718
L-JAK	JAK3	3718
LJAK	JAK3	3718
JARID2	JARID2	3720
JMJ	JARID2	3720
JUN	JUN	3725
AP1	JUN	3725
c-Jun	JUN	3725
cJUN	JUN	3725
p39	JUN	3725
JUNB	JUNB	3726
JUND	JUND	3727
JUP	JUP	3728
CTNNG	JUP	3728
DPIII	JUP	3728
PDGB	JUP	3728
PKGB	JUP	3728
ANOS1	ANOS1	3730
ADMLX	ANOS1	3730
HHA	ANOS1	3730
KAL1	ANOS1	3730
KALIG-1	ANOS1	3730
WFDC19	ANOS1	3730
CD82	CD82	3732
4F9	CD82	3732
C33	CD82	3732
GR15	CD82	3732
KAI1	CD82	3732
SAR2	CD82	3732
ST6	CD82	3732
TSPAN27	CD82	3732
KARS1	KARS1	3735
CMTRIB	KARS1	3735
DFNB89	KARS1	3735
KARS	KARS1	3735
KARS2	KARS1	3735
KRS	KARS1	3735
KCNA1	KCNA1	3736
AEMK	KCNA1	3736
HBK1	KCNA1	3736
HUK1	KCNA1	3736
KV1.1	KCNA1	3736
MBK1	KCNA1	3736
MK1	KCNA1	3736
RBK1	KCNA1	3736
KCNA2	KCNA2	3737
EIEE32	KCNA2	3737
HBK5	KCNA2	3737
HUKIV	KCNA2	3737
KV1.2	KCNA2	3737
NGK1	KCNA2	3737
RBK2	KCNA2	3737
KCNA3	KCNA3	3738
HGK5	KCNA3	3738
HLK3	KCNA3	3738
HPCN3	KCNA3	3738
HUKIII	KCNA3	3738
KV1.3	KCNA3	3738
KCNA4	KCNA4	3739
HBK4	KCNA4	3739
HPCN2	KCNA4	3739
HUKIIL	KCNA4	3739
KV1.4	KCNA4	3739
MCIDDS	KCNA4	3739
KCNA5	KCNA5	3741
ATFB7	KCNA5	3741
HCK1	KCNA5	3741
HPCN1	KCNA5	3741
KV1.5	KCNA5	3741
KCNA6	KCNA6	3742
HBK2	KCNA6	3742
KV1.6	KCNA6	3742
PPP1R96	KCNA6	3742
KCNA7	KCNA7	3743
HAK6	KCNA7	3743
KV1.7	KCNA7	3743
KCNA10	KCNA10	3744
Kcn1	KCNA10	3744
Kv1.8	KCNA10	3744
KCNB1	KCNB1	3745
DRK1	KCNB1	3745
Kv2.1	KCNB1	3745
KCNC1	KCNC1	3746
EPM7	KCNC1	3746
KV3.1	KCNC1	3746
KV4	KCNC1	3746
NGK2	KCNC1	3746
KCNC2	KCNC2	3747
KV3.2	KCNC2	3747
KCNC3	KCNC3	3748
KSHIIID	KCNC3	3748
KV3.3	KCNC3	3748
SCA13	KCNC3	3748
KCNC4	KCNC4	3749
C1orf30	KCNC4	3749
HKSHIIIC	KCNC4	3749
KSHIIIC	KCNC4	3749
KV3.4	KCNC4	3749
KCND1	KCND1	3750
KV4.1	KCND1	3750
KCND2	KCND2	3751
KV4.2	KCND2	3751
RK5	KCND2	3751
KCND3	KCND3	3752
BRGDA9L	KCND3	3752
KCND3S	KCND3	3752
KSHIVB	KCND3	3752
KV4.3	KCND3	3752
SCA19	KCND3	3752
SCA22	KCND3	3752
KCNE1	KCNE1	3753
ISK	KCNE1	3753
JLNS	KCNE1	3753
JLNS2	KCNE1	3753
LQT2/5	KCNE1	3753
MinK	KCNE1	3753
KCNF1	KCNF1	3754
IK8	KCNF1	3754
KCNF	KCNF1	3754
KV5.1	KCNF1	3754
kH1	KCNF1	3754
KCNG1	KCNG1	3755
KCNG	KCNG1	3755
KV6.1	KCNG1	3755
kH2	KCNG1	3755
KCNH1	KCNH1	3756
EAG	KCNH1	3756
EAG1	KCNH1	3756
Kv10.1	KCNH1	3756
TMBTS	KCNH1	3756
ZLS1	KCNH1	3756
h-eag	KCNH1	3756
hEAG	KCNH1	3756
hEAG1	KCNH1	3756
KCNH2	KCNH2	3757
H-ERG	KCNH2	3757
HERG	KCNH2	3757
HERG1	KCNH2	3757
Kv11.1	KCNH2	3757
LQT2	KCNH2	3757
SQT1	KCNH2	3757
KCNJ1	KCNJ1	3758
KIR1.1	KCNJ1	3758
ROMK	KCNJ1	3758
ROMK1	KCNJ1	3758
KCNJ2	KCNJ2	3759
ATFB9	KCNJ2	3759
HHBIRK1	KCNJ2	3759
HHIRK1	KCNJ2	3759
IRK1	KCNJ2	3759
KIR2.1	KCNJ2	3759
LQT7	KCNJ2	3759
SQT3	KCNJ2	3759
KCNJ3	KCNJ3	3760
GIRK1	KCNJ3	3760
KIR3.1	KCNJ3	3760
KCNJ4	KCNJ4	3761
HIR	KCNJ4	3761
HIRK2	KCNJ4	3761
HRK1	KCNJ4	3761
IRK-3	KCNJ4	3761
IRK3	KCNJ4	3761
Kir2.3	KCNJ4	3761
KCNJ5	KCNJ5	3762
GIRK4	KCNJ5	3762
KATP1	KCNJ5	3762
KIR3.4	KCNJ5	3762
LQT13	KCNJ5	3762
KCNJ6	KCNJ6	3763
BIR1	KCNJ6	3763
GIRK-2	KCNJ6	3763
GIRK2	KCNJ6	3763
KATP-2	KCNJ6	3763
KATP2	KCNJ6	3763
KCNJ7	KCNJ6	3763
KIR3.2	KCNJ6	3763
KPLBS	KCNJ6	3763
hiGIRK2	KCNJ6	3763
KCNJ8	KCNJ8	3764
KIR6.1	KCNJ8	3764
uKATP-1	KCNJ8	3764
KCNJ9	KCNJ9	3765
GIRK3	KCNJ9	3765
KIR3.3	KCNJ9	3765
KCNJ10	KCNJ10	3766
BIRK-10	KCNJ10	3766
KCNJ13-PEN	KCNJ10	3766
KIR1.2	KCNJ10	3766
KIR4.1	KCNJ10	3766
SESAME	KCNJ10	3766
KCNJ11	KCNJ11	3767
BIR	KCNJ11	3767
HHF2	KCNJ11	3767
IKATP	KCNJ11	3767
KIR6.2	KCNJ11	3767
MODY13	KCNJ11	3767
PNDM2	KCNJ11	3767
TNDM3	KCNJ11	3767
KCNJ12	KCNJ12	3768
IRK-2	KCNJ12	3768
IRK2	KCNJ12	3768
KCNJN1	KCNJ12	3768
Kir2.2	KCNJ12	3768
Kir2.2v	KCNJ12	3768
hIRK	KCNJ12	3768
hIRK1	KCNJ12	3768
hkir2.2x	KCNJ12	3768
kcnj12x	KCNJ12	3768
KCNJ13	KCNJ13	3769
KIR1.4	KCNJ13	3769
KIR7.1	KCNJ13	3769
LCA16	KCNJ13	3769
SVD	KCNJ13	3769
KCNJ14	KCNJ14	3770
IRK4	KCNJ14	3770
KIR2.4	KCNJ14	3770
KCNJ15	KCNJ15	3772
IRKK	KCNJ15	3772
KIR1.3	KCNJ15	3772
KIR4.2	KCNJ15	3772
KCNJ16	KCNJ16	3773
BIR9	KCNJ16	3773
KIR5.1	KCNJ16	3773
KCNK1	KCNK1	3775
HOHO	KCNK1	3775
K2P1	KCNK1	3775
K2p1.1	KCNK1	3775
KCNO1	KCNK1	3775
TWIK-1	KCNK1	3775
TWIK1	KCNK1	3775
KCNK2	KCNK2	3776
K2p2.1	KCNK2	3776
TPKC1	KCNK2	3776
TREK	KCNK2	3776
TREK-1	KCNK2	3776
TREK1	KCNK2	3776
hTREK-1c	KCNK2	3776
hTREK-1e	KCNK2	3776
KCNK3	KCNK3	3777
K2p3.1	KCNK3	3777
PPH4	KCNK3	3777
TASK	KCNK3	3777
TASK-1	KCNK3	3777
TASK1	KCNK3	3777
TBAK1	KCNK3	3777
KCNMA1	KCNMA1	3778
BKTM	KCNMA1	3778
CADEDS	KCNMA1	3778
IEG16	KCNMA1	3778
KCa1.1	KCNMA1	3778
LIWAS	KCNMA1	3778
MaxiK	KCNMA1	3778
PNKD3	KCNMA1	3778
SAKCA	KCNMA1	3778
SLO	KCNMA1	3778
SLO-ALPHA	KCNMA1	3778
SLO1	KCNMA1	3778
bA205K10.1	KCNMA1	3778
hSlo	KCNMA1	3778
mSLO1	KCNMA1	3778
KCNMB1	KCNMB1	3779
BKbeta1	KCNMB1	3779
K(VCA)beta	KCNMB1	3779
SLO-BETA	KCNMB1	3779
hbeta1	KCNMB1	3779
hslo-beta	KCNMB1	3779
k(VCA)beta-1	KCNMB1	3779
slo-beta-1	KCNMB1	3779
KCNN1	KCNN1	3780
KCa2.1	KCNN1	3780
SKCA1	KCNN1	3780
hSK1	KCNN1	3780
KCNN2	KCNN2	3781
KCa2.2	KCNN2	3781
SKCA2	KCNN2	3781
SKCa 2	KCNN2	3781
hSK2	KCNN2	3781
KCNN3	KCNN3	3782
KCa2.3	KCNN3	3782
SK3	KCNN3	3782
SKCA3	KCNN3	3782
ZLS3	KCNN3	3782
hSK3	KCNN3	3782
KCNN4	KCNN4	3783
DHS2	KCNN4	3783
IKCA1	KCNN4	3783
KCA4	KCNN4	3783
KCa3.1	KCNN4	3783
SK4	KCNN4	3783
hIKCa1	KCNN4	3783
hKCa4	KCNN4	3783
hSK4	KCNN4	3783
KCNQ1	KCNQ1	3784
ATFB1	KCNQ1	3784
ATFB3	KCNQ1	3784
JLNS1	KCNQ1	3784
KCNA9	KCNQ1	3784
KVLQT1	KCNQ1	3784
Kv1.9	KCNQ1	3784
Kv7.1	KCNQ1	3784
LQT	KCNQ1	3784
LQT1	KCNQ1	3784
RWS	KCNQ1	3784
SQT2	KCNQ1	3784
KCNQ2	KCNQ2	3785
ENB1	KCNQ2	3785
HNSPC	KCNQ2	3785
KCNA11	KCNQ2	3785
KV7.2	KCNQ2	3785
KCNQ3	KCNQ3	3786
BFNC2	KCNQ3	3786
EBN2	KCNQ3	3786
KV7.3	KCNQ3	3786
KCNS1	KCNS1	3787
Kv9.1	KCNS1	3787
KCNS2	KCNS2	3788
KV9.2	KCNS2	3788
KCNS3	KCNS3	3790
KV9.3	KCNS3	3790
KDR	KDR	3791
CD309	KDR	3791
FLK1	KDR	3791
VEGFR	KDR	3791
VEGFR2	KDR	3791
KEL	KEL	3792
CD238	KEL	3792
ECE3	KEL	3792
Kell	KEL	3792
KHK	KHK	3795
KIF2A	KIF2A	3796
CDCBM3	KIF2A	3796
KIF2	KIF2A	3796
KIF3C	KIF3C	3797
KIF5A	KIF5A	3798
ALS25	KIF5A	3798
D12S1889	KIF5A	3798
MY050	KIF5A	3798
NEIMY	KIF5A	3798
SPG10	KIF5A	3798
KIF5B	KIF5B	3799
HEL-S-61	KIF5B	3799
KINH	KIF5B	3799
KNS	KIF5B	3799
KNS1	KIF5B	3799
UKHC	KIF5B	3799
KIF5C	KIF5C	3800
CDCBM2	KIF5C	3800
KINN	KIF5C	3800
NKHC-2	KIF5C	3800
NKHC2	KIF5C	3800
KIFC3	KIFC3	3801
KIR2DL1	KIR2DL1	3802
CD158A	KIR2DL1	3802
KIR-K64	KIR2DL1	3802
KIR221	KIR2DL1	3802
NKAT-1	KIR2DL1	3802
NKAT1	KIR2DL1	3802
p58.1	KIR2DL1	3802
KIR2DL2	KIR2DL2	3803
CD158B1	KIR2DL2	3803
NKAT-6	KIR2DL2	3803
NKAT6	KIR2DL2	3803
p58.2	KIR2DL2	3803
KIR2DL3	KIR2DL3	3804
CD158B2	KIR2DL3	3804
GL183	KIR2DL3	3804
KIR-023GB	KIR2DL3	3804
KIR-K7b	KIR2DL3	3804
KIR-K7c	KIR2DL3	3804
KIR2DL	KIR2DL3	3804
KIRCL23	KIR2DL3	3804
NKAT2	KIR2DL3	3804
NKAT2A	KIR2DL3	3804
NKAT2B	KIR2DL3	3804
KIR2DL4	KIR2DL4	3805
CD158D	KIR2DL4	3805
G9P	KIR2DL4	3805
KIR-103AS	KIR2DL4	3805
KIR-2DL4	KIR2DL4	3805
KIR103	KIR2DL4	3805
KIR103AS	KIR2DL4	3805
KIR2DS1	KIR2DS1	3806
CD158H	KIR2DS1	3806
CD158a	KIR2DS1	3806
p50.1	KIR2DS1	3806
KIR2DS3	KIR2DS3	3808
NKAT7	KIR2DS3	3808
KIR2DS4	KIR2DS4	3809
CD158I	KIR2DS4	3809
KIR-2DS4	KIR2DS4	3809
KIR1D	KIR2DS4	3809
KIR412	KIR2DS4	3809
KKA3	KIR2DS4	3809
NKAT-8	KIR2DS4	3809
NKAT8	KIR2DS4	3809
KIR2DS5	KIR2DS5	3810
CD158G	KIR2DS5	3810
NKAT9	KIR2DS5	3810
KIR3DL1	KIR3DL1	3811
CD158E1	KIR3DL1	3811
KIR/S1	KIR3DL1	3811
NKAT-3	KIR3DL1	3811
NKAT3	KIR3DL1	3811
NKB1	KIR3DL1	3811
NKB1B	KIR3DL1	3811
KIR3DL2	KIR3DL2	3812
3DL2	KIR3DL2	3812
CD158K	KIR3DL2	3812
KIR-3DL2	KIR3DL2	3812
NKAT-4	KIR3DL2	3812
NKAT4	KIR3DL2	3812
NKAT4B	KIR3DL2	3812
p140	KIR3DL2	3812
KIR3DS1	KIR3DS1	3813
CD158E2	KIR3DS1	3813
KIR-123FM	KIR3DS1	3813
KIR-G1	KIR3DS1	3813
NKAT-10	KIR3DS1	3813
NKAT10	KIR3DS1	3813
KISS1	KISS1	3814
KiSS-1	KISS1	3814
KIT	KIT	3815
C-Kit	KIT	3815
CD117	KIT	3815
MASTC	KIT	3815
PBT	KIT	3815
SCFR	KIT	3815
KLK1	KLK1	3816
KLKR	KLK1	3816
Klk6	KLK1	3816
hK1	KLK1	3816
KLK2	KLK2	3817
KLK2A2	KLK2	3817
hGK-1	KLK2	3817
hK2	KLK2	3817
KLKB1	KLKB1	3818
PKKD	KLKB1	3818
KLRB1	KLRB1	3820
CD161	KLRB1	3820
CLEC5B	KLRB1	3820
NKR-P1	KLRB1	3820
NKR-P1A	KLRB1	3820
NKRP1A	KLRB1	3820
hNKR-P1A	KLRB1	3820
KLRC1	KLRC1	3821
CD159A	KLRC1	3821
NKG2	KLRC1	3821
NKG2A	KLRC1	3821
KLRC2	KLRC2	3822
CD159c	KLRC2	3822
NKG2-C	KLRC2	3822
NKG2C	KLRC2	3822
KLRC3	KLRC3	3823
NKG2-E	KLRC3	3823
NKG2E	KLRC3	3823
KLRD1	KLRD1	3824
CD94	KLRD1	3824
KNG1	KNG1	3827
BK	KNG1	3827
HMWK	KNG1	3827
KNG	KNG1	3827
KLC1	KLC1	3831
KLC	KLC1	3831
KNS2	KLC1	3831
KNS2A	KLC1	3831
KIF11	KIF11	3832
EG5	KIF11	3832
HKSP	KIF11	3832
KNSL1	KIF11	3832
MCLMR	KIF11	3832
TRIP5	KIF11	3832
KIFC1	KIFC1	3833
HSET	KIFC1	3833
KNSL2	KIFC1	3833
KIF25	KIF25	3834
KNSL3	KIF25	3834
KIF22	KIF22	3835
A-328A3.2	KIF22	3835
KNSL4	KIF22	3835
OBP-1	KIF22	3835
OBP-2	KIF22	3835
SEMDJL2	KIF22	3835
KPNA1	KPNA1	3836
IPOA5	KPNA1	3836
NPI-1	KPNA1	3836
RCH2	KPNA1	3836
KPNB1	KPNB1	3837
IMB1	KPNB1	3837
IPO1	KPNB1	3837
Impnb	KPNB1	3837
NTF97	KPNB1	3837
KPNA2	KPNA2	3838
IPOA1	KPNA2	3838
QIP2	KPNA2	3838
RCH1	KPNA2	3838
SRP1-alpha	KPNA2	3838
SRP1alpha	KPNA2	3838
KPNA3	KPNA3	3839
IPOA4	KPNA3	3839
SRP1gamma	KPNA3	3839
SRP4	KPNA3	3839
hSRP1	KPNA3	3839
KPNA4	KPNA4	3840
IPOA3	KPNA4	3840
QIP1	KPNA4	3840
SRP3	KPNA4	3840
KPNA5	KPNA5	3841
IPOA6	KPNA5	3841
SRP6	KPNA5	3841
TNPO1	TNPO1	3842
IPO2	TNPO1	3842
KPNB2	TNPO1	3842
TRN	TNPO1	3842
IPO5	IPO5	3843
IMB3	IPO5	3843
KPNB3	IPO5	3843
Pse1	IPO5	3843
RANBP5	IPO5	3843
imp5	IPO5	3843
KRAS	KRAS	3845
'C-K-RAS	KRAS	3845
C-K-RAS	KRAS	3845
CFC2	KRAS	3845
K-RAS2A	KRAS	3845
K-RAS2B	KRAS	3845
K-RAS4A	KRAS	3845
K-RAS4B	KRAS	3845
K-Ras	KRAS	3845
K-Ras 2	KRAS	3845
KI-RAS1	KRAS	3845
KRAS2	KRAS	3845
NS3	KRAS	3845
OES	KRAS	3845
RALD	KRAS	3845
RASK2	KRAS	3845
c-Ki-ras	KRAS	3845
c-Ki-ras2	KRAS	3845
KRTAP5-9	KRTAP5-9	3846
KRN1	KRTAP5-9	3846
KRTAP5.9	KRTAP5-9	3846
KRT1	KRT1	3848
K1A	KRT1	3848
KRT2	KRT2	3849
CK-2e	KRT2	3849
K2eA	KRT2	3849
KRT2E	KRT2	3849
KRTE	KRT2	3849
KRT3	KRT3	3850
CK3	KRT3	3850
K3	KRT3	3850
MECD2	KRT3	3850
